"age","job","marital","default","balance","housing","loan","duration","y"
42,"services","divorced","no",372,"yes","yes",121,"no"
30,"admin.","married","no",46,"yes","no",114,"no"
30,"student","single","no",34,"yes","no",289,"no"
47,"self-employed","married","no",935,"yes","no",225,"no"
33,"blue-collar","married","no",-10,"yes","no",123,"no"
36,"admin.","married","no",-106,"yes","no",130,"no"
39,"services","divorced","no",471,"yes","no",161,"no"
56,"admin.","divorced","no",778,"yes","no",149,"no"
39,"blue-collar","divorced","no",170,"yes","no",268,"no"
42,"technician","married","no",315,"yes","no",259,"no"
52,"blue-collar","married","no",3165,"no","no",26,"no"
36,"admin.","divorced","no",131,"yes","no",153,"no"
35,"entrepreneur","married","yes",204,"yes","no",424,"no"
47,"technician","married","no",83,"yes","no",179,"no"
59,"services","divorced","no",0,"yes","yes",97,"no"
57,"blue-collar","married","no",5431,"yes","yes",383,"no"
38,"management","married","no",1759,"yes","no",440,"no"
46,"unemployed","married","no",-125,"yes","no",23,"no"
34,"blue-collar","married","no",0,"no","no",195,"no"
28,"services","single","no",5090,"yes","no",1297,"yes"
38,"technician","married","no",573,"yes","no",87,"no"
56,"blue-collar","married","no",1602,"yes","no",427,"no"
41,"blue-collar","single","yes",-137,"yes","yes",189,"no"
52,"technician","married","no",0,"no","no",195,"no"
54,"services","married","no",193,"no","no",179,"no"
61,"retired","married","no",195,"yes","yes",179,"no"
53,"entrepreneur","married","no",288,"no","no",69,"no"
47,"technician","married","no",19,"yes","no",105,"no"
53,"blue-collar","married","no",25,"yes","no",266,"no"
46,"services","married","no",216,"yes","no",524,"no"
39,"blue-collar","divorced","no",190,"yes","yes",96,"no"
56,"technician","divorced","no",99,"yes","no",155,"no"
55,"services","divorced","no",2298,"yes","no",162,"no"
44,"management","married","no",17,"yes","no",352,"no"
37,"technician","married","no",0,"yes","no",76,"no"
35,"blue-collar","married","no",0,"yes","no",154,"no"
55,"blue-collar","married","no",840,"yes","no",310,"no"
37,"services","married","no",358,"yes","no",390,"no"
30,"technician","single","no",0,"yes","no",369,"no"
37,"blue-collar","married","no",-325,"yes","yes",112,"no"
36,"technician","single","no",-15,"yes","no",341,"no"
38,"technician","married","no",581,"yes","no",79,"no"
41,"admin.","divorced","no",4070,"yes","no",140,"no"
48,"retired","married","no",74,"no","yes",315,"no"
55,"services","divorced","no",141,"yes","no",262,"no"
28,"services","divorced","no",89,"no","no",174,"no"
54,"services","married","yes",0,"yes","no",138,"no"
30,"blue-collar","married","no",450,"no","no",526,"no"
48,"technician","married","no",310,"no","no",135,"no"
31,"self-employed","married","no",0,"yes","no",36,"no"
38,"blue-collar","married","no",384,"yes","no",1906,"no"
37,"blue-collar","married","no",395,"yes","no",219,"no"
37,"services","single","no",-118,"yes","no",147,"no"
56,"blue-collar","married","no",5,"yes","yes",407,"no"
51,"blue-collar","married","no",50,"yes","yes",121,"no"
39,"blue-collar","married","no",285,"yes","yes",209,"no"
49,"technician","married","no",15,"no","no",92,"no"
51,"blue-collar","married","no",653,"yes","yes",208,"no"
43,"self-employed","married","no",918,"yes","no",193,"no"
32,"services","married","no",243,"yes","yes",144,"no"
29,"technician","single","no",405,"yes","no",65,"no"
48,"management","divorced","no",1328,"yes","no",339,"no"
55,"services","married","no",255,"yes","no",285,"no"
53,"blue-collar","married","no",3397,"yes","no",231,"no"
47,"technician","married","no",2106,"yes","no",168,"no"
39,"management","married","no",2877,"yes","no",278,"no"
31,"blue-collar","single","no",60,"yes","yes",389,"no"
39,"blue-collar","married","no",2226,"yes","no",158,"no"
40,"blue-collar","married","no",2880,"yes","no",145,"no"
40,"technician","single","no",-5,"yes","no",78,"no"
48,"technician","married","no",147,"no","no",142,"no"
33,"technician","divorced","no",7,"yes","yes",87,"no"
40,"technician","married","no",109,"yes","no",147,"no"
59,"retired","married","no",-119,"yes","no",289,"no"
30,"technician","married","no",484,"yes","no",703,"yes"
31,"management","single","no",1852,"yes","no",170,"no"
35,"unemployed","married","no",533,"yes","no",802,"no"
54,"technician","divorced","no",21,"yes","no",381,"no"
34,"admin.","single","no",2434,"yes","no",218,"no"
32,"technician","married","no",90,"yes","yes",57,"no"
56,"admin.","divorced","no",4246,"yes","no",304,"no"
32,"admin.","single","no",395,"yes","no",241,"no"
42,"blue-collar","married","no",15,"yes","no",230,"no"
33,"services","married","no",85,"no","no",262,"no"
52,"entrepreneur","married","no",-184,"yes","yes",392,"no"
52,"services","married","no",660,"no","no",201,"no"
52,"blue-collar","divorced","yes",-183,"yes","no",145,"no"
30,"unemployed","divorced","no",1144,"yes","no",252,"no"
44,"services","divorced","no",1,"yes","no",235,"no"
35,"admin.","married","no",69,"yes","yes",235,"no"
55,"management","single","no",220,"yes","no",328,"no"
33,"blue-collar","married","no",332,"yes","no",116,"no"
37,"blue-collar","single","no",240,"yes","no",246,"no"
42,"technician","single","no",0,"yes","no",293,"no"
43,"unemployed","married","no",0,"yes","no",37,"no"
38,"entrepreneur","married","no",898,"yes","no",132,"no"
37,"technician","married","no",123,"yes","yes",530,"no"
31,"student","single","no",252,"yes","no",175,"no"
41,"management","married","no",65,"yes","no",524,"no"
41,"technician","married","no",-366,"yes","yes",29,"no"
29,"student","single","no",209,"yes","no",311,"no"
38,"admin.","single","no",221,"yes","no",211,"no"
44,"self-employed","divorced","no",4,"yes","no",312,"no"
39,"admin.","married","no",104,"yes","no",412,"no"
28,"technician","single","no",312,"yes","no",392,"no"
33,"blue-collar","married","no",-349,"yes","no",191,"no"
41,"services","married","no",4,"no","no",284,"no"
40,"blue-collar","married","no",-322,"yes","yes",144,"no"
29,"admin.","married","no",-150,"yes","no",328,"no"
38,"management","married","no",1349,"yes","no",100,"no"
32,"admin.","married","no",281,"yes","no",226,"no"
45,"services","married","no",1259,"yes","no",507,"no"
33,"admin.","single","no",101,"yes","no",392,"no"
34,"blue-collar","married","no",848,"yes","no",684,"no"
41,"entrepreneur","married","no",89,"yes","no",333,"no"
41,"blue-collar","married","no",140,"yes","no",311,"no"
35,"admin.","single","no",148,"yes","no",128,"no"
40,"technician","single","no",200,"yes","no",322,"no"
60,"self-employed","married","no",46,"yes","no",202,"no"
47,"services","divorced","no",201,"yes","no",92,"no"
46,"blue-collar","married","no",530,"yes","no",739,"no"
31,"blue-collar","single","no",0,"yes","no",273,"no"
49,"self-employed","married","no",1,"yes","no",260,"no"
29,"blue-collar","married","no",43,"yes","no",268,"no"
31,"management","single","no",-173,"yes","no",396,"no"
38,"management","married","no",389,"yes","no",262,"no"
37,"blue-collar","married","no",215,"yes","yes",308,"no"
35,"technician","married","no",-131,"yes","no",467,"no"
31,"management","single","no",783,"yes","no",320,"no"
41,"admin.","married","no",0,"yes","no",160,"no"
46,"services","married","no",80,"yes","no",245,"no"
40,"services","divorced","no",105,"yes","no",189,"no"
29,"admin.","married","no",182,"yes","yes",477,"no"
49,"admin.","married","no",82,"yes","no",310,"no"
42,"management","married","no",0,"yes","no",65,"no"
54,"services","married","no",510,"yes","no",196,"no"
40,"management","single","no",242,"yes","no",221,"no"
53,"admin.","married","no",244,"yes","yes",197,"no"
49,"management","married","no",92,"yes","no",221,"no"
40,"blue-collar","married","yes",0,"yes","no",64,"no"
29,"student","single","no",948,"yes","no",75,"no"
36,"blue-collar","married","no",23,"yes","no",400,"no"
37,"technician","married","no",710,"yes","no",378,"no"
39,"services","married","no",1205,"yes","no",118,"no"
36,"technician","married","no",368,"yes","yes",1597,"yes"
44,"entrepreneur","married","no",1631,"yes","no",346,"no"
40,"admin.","married","no",6,"yes","no",60,"no"
49,"blue-collar","married","no",26,"yes","no",276,"no"
30,"technician","single","no",-48,"yes","no",152,"no"
57,"management","married","no",2142,"yes","no",251,"no"
24,"services","single","no",77,"yes","yes",390,"no"
46,"blue-collar","married","no",401,"yes","no",306,"no"
33,"admin.","married","no",21,"no","no",189,"no"
43,"services","divorced","no",0,"yes","no",125,"no"
43,"admin.","single","no",-497,"yes","no",234,"no"
40,"blue-collar","divorced","no",369,"no","no",79,"no"
44,"technician","single","no",78,"yes","no",13,"no"
35,"technician","single","no",226,"yes","yes",283,"no"
47,"technician","married","no",503,"yes","no",109,"no"
33,"blue-collar","married","no",372,"yes","no",132,"no"
31,"admin.","married","no",0,"yes","yes",144,"no"
40,"blue-collar","divorced","no",0,"yes","no",121,"no"
36,"entrepreneur","married","no",125,"yes","no",95,"no"
56,"retired","divorced","no",4,"yes","no",31,"no"
40,"admin.","single","no",419,"yes","no",112,"no"
41,"admin.","divorced","no",322,"yes","no",87,"no"
53,"retired","married","no",303,"yes","no",593,"no"
39,"blue-collar","married","no",607,"yes","no",99,"no"
44,"blue-collar","divorced","no",579,"yes","no",198,"no"
38,"admin.","married","no",3047,"yes","no",285,"no"
54,"technician","divorced","no",83,"yes","no",190,"no"
58,"management","married","no",68,"yes","no",172,"no"
52,"blue-collar","married","no",58,"yes","no",213,"no"
28,"admin.","single","no",251,"yes","no",178,"no"
36,"blue-collar","married","no",688,"yes","no",174,"no"
60,"retired","married","no",364,"yes","no",631,"no"
42,"services","divorced","no",55,"yes","no",176,"no"
42,"admin.","married","no",101,"yes","no",32,"no"
44,"management","married","no",105,"yes","no",1529,"no"
51,"blue-collar","divorced","no",325,"yes","no",254,"no"
49,"blue-collar","married","no",198,"yes","no",200,"no"
47,"entrepreneur","married","no",209,"yes","no",135,"no"
37,"blue-collar","married","no",183,"yes","no",112,"no"
34,"management","married","no",105,"yes","no",314,"no"
35,"services","married","no",109,"yes","no",597,"no"
35,"blue-collar","single","no",376,"yes","yes",207,"no"
40,"blue-collar","married","no",-7,"yes","no",410,"no"
55,"technician","married","no",0,"no","no",160,"no"
55,"retired","married","no",143,"yes","no",42,"no"
35,"management","single","no",550,"yes","no",55,"no"
57,"blue-collar","married","no",162,"yes","no",155,"no"
53,"management","married","no",115,"yes","no",336,"no"
41,"blue-collar","married","no",512,"yes","no",233,"no"
57,"blue-collar","married","no",807,"yes","no",211,"no"
45,"blue-collar","married","no",248,"yes","no",88,"no"
43,"blue-collar","married","no",1211,"yes","no",208,"no"
56,"self-employed","married","no",7,"no","no",305,"no"
31,"entrepreneur","married","no",281,"yes","no",206,"no"
37,"blue-collar","single","no",88,"yes","no",128,"no"
30,"management","married","no",32,"yes","no",122,"no"
30,"admin.","single","no",115,"yes","no",66,"no"
54,"blue-collar","married","no",254,"yes","no",66,"no"
36,"management","married","no",144,"yes","no",164,"no"
55,"unemployed","married","no",383,"no","no",343,"no"
37,"admin.","single","no",569,"yes","yes",126,"no"
38,"housemaid","married","no",0,"yes","no",59,"no"
48,"admin.","married","no",3754,"yes","no",249,"no"
55,"housemaid","divorced","no",6920,"yes","no",406,"no"
59,"services","married","no",307,"yes","yes",250,"no"
37,"technician","married","no",-421,"yes","no",183,"no"
33,"blue-collar","divorced","no",60,"no","no",190,"no"
44,"blue-collar","married","no",67,"yes","no",220,"no"
57,"technician","married","no",402,"yes","no",153,"no"
30,"self-employed","single","no",800,"no","no",95,"no"
42,"technician","married","no",239,"yes","yes",191,"no"
51,"blue-collar","divorced","no",421,"yes","no",216,"no"
44,"admin.","divorced","no",161,"yes","no",89,"no"
46,"technician","married","yes",289,"no","no",51,"no"
29,"student","single","no",110,"yes","no",169,"no"
39,"blue-collar","married","no",245,"yes","no",148,"no"
42,"services","married","no",0,"yes","no",132,"no"
50,"blue-collar","married","no",156,"yes","no",117,"no"
42,"technician","single","no",0,"yes","no",275,"no"
39,"admin.","married","no",20,"yes","no",124,"no"
55,"technician","single","no",92,"yes","no",118,"no"
46,"services","married","no",89,"yes","no",479,"no"
42,"blue-collar","married","no",166,"yes","no",285,"no"
45,"management","married","no",103,"yes","no",35,"no"
43,"blue-collar","married","no",-454,"yes","no",322,"no"
42,"admin.","married","no",445,"yes","no",202,"no"
30,"admin.","married","no",4,"no","no",172,"no"
47,"blue-collar","married","no",1001,"yes","no",201,"no"
51,"services","divorced","no",-69,"yes","no",216,"no"
38,"technician","single","no",42,"yes","no",195,"no"
57,"technician","married","no",1617,"yes","no",96,"no"
42,"management","divorced","no",221,"yes","no",720,"no"
32,"technician","divorced","no",210,"yes","yes",188,"no"
46,"management","married","no",0,"no","no",70,"no"
29,"student","single","no",185,"yes","no",141,"no"
59,"retired","married","no",836,"yes","no",106,"no"
32,"blue-collar","single","no",301,"yes","no",395,"no"
44,"blue-collar","married","no",503,"yes","no",629,"no"
40,"retired","married","no",407,"yes","no",502,"no"
31,"blue-collar","single","no",53,"yes","no",446,"no"
46,"self-employed","married","no",2303,"yes","no",241,"no"
43,"management","married","no",144,"yes","no",131,"no"
34,"services","married","no",205,"yes","no",312,"no"
39,"management","married","no",305,"yes","no",275,"no"
30,"blue-collar","divorced","no",251,"yes","yes",120,"no"
56,"retired","married","no",0,"yes","no",333,"no"
29,"technician","married","no",8,"no","no",113,"no"
40,"blue-collar","divorced","no",139,"yes","no",91,"no"
36,"services","married","no",184,"yes","no",128,"no"
37,"blue-collar","single","no",238,"yes","no",200,"no"
35,"admin.","married","no",0,"no","no",326,"no"
35,"blue-collar","married","yes",0,"yes","no",292,"no"
47,"services","married","no",222,"yes","no",68,"no"
31,"services","married","no",414,"yes","no",215,"no"
56,"retired","single","no",223,"yes","no",97,"no"
57,"technician","married","no",197,"no","no",32,"no"
36,"blue-collar","married","no",-251,"yes","no",162,"no"
45,"self-employed","divorced","no",-139,"yes","no",152,"no"
47,"blue-collar","married","no",733,"yes","no",268,"no"
29,"technician","single","no",0,"yes","no",104,"no"
57,"services","married","no",1,"no","no",852,"no"
45,"blue-collar","married","no",97,"yes","no",923,"no"
31,"blue-collar","single","no",435,"yes","no",159,"no"
31,"management","divorced","no",0,"yes","no",953,"no"
37,"technician","single","no",147,"no","no",416,"no"
30,"technician","single","no",3,"yes","no",174,"no"
58,"services","divorced","no",1109,"yes","yes",180,"no"
33,"services","married","no",404,"yes","no",139,"no"
39,"blue-collar","married","no",981,"yes","no",294,"no"
33,"blue-collar","single","no",95,"yes","no",102,"no"
34,"services","married","no",302,"yes","no",124,"no"
36,"services","divorced","no",-290,"yes","yes",128,"no"
37,"services","single","no",259,"yes","no",130,"no"
35,"blue-collar","married","no",527,"yes","yes",143,"no"
55,"retired","married","no",102,"yes","no",74,"no"
34,"management","single","no",872,"yes","no",105,"no"
40,"management","divorced","no",490,"yes","no",477,"no"
42,"blue-collar","single","no",19,"yes","no",158,"no"
37,"blue-collar","married","no",16,"yes","no",250,"no"
42,"management","married","no",386,"yes","no",168,"no"
35,"technician","single","no",539,"yes","no",520,"no"
44,"technician","divorced","no",-329,"yes","no",171,"no"
